,image_name,xmin,ymin,xmax,ymax,width,height
965,V006_77_0_00_11_01_13_0_c06_20201211_0144_S01_1.jpg,483,2088,811,2367,3024,3024
966,V006_77_0_00_11_01_13_0_c06_20201211_0145_S01_1.jpg,496,2063,826,2124,3024,3024
967,V006_77_0_00_11_01_13_0_c06_20201211_0146_S01_1.jpg,706,2201,741,2089,3024,3024
968,V006_77_0_00_11_01_13_0_c06_20201211_0147_S01_1.jpg,654,2619,758,2508,3024,3024
969,V006_77_0_00_11_01_13_0_c06_20201211_0148_S01_1.jpg,484,2106,771,2324,3024,3024
970,V006_77_0_00_11_01_13_0_c06_20201211_0149_S01_1.jpg,713,2310,806,2437,3024,3024
971,V006_77_0_00_11_01_13_0_c06_20201211_0150_S01_1.jpg,473,2078,505,2013,3024,3024
972,V006_77_0_00_11_01_13_0_c06_20201222_0000_S01_1.jpg,549,1923,839,2182,3024,3024
973,V006_77_0_00_11_01_13_0_c06_20201222_0001_S01_1.jpg,466,2048,906,2344,3024,3024
974,V006_77_0_00_11_01_13_0_c06_20201222_0002_S01_1.jpg,679,1964,1196,2382,3024,3024
975,V006_77_0_00_11_01_13_0_c06_20201222_0003_S01_1.jpg,400,1945,553,2104,3024,3024
976,V006_77_0_00_11_01_13_0_c06_20201222_0004_S01_1.jpg,370,2175,801,2498,3024,3024
977,V006_77_0_00_11_01_13_0_c06_20201222_0005_S01_1.jpg,718,2085,939,2212,3024,3024
978,V006_77_0_00_11_01_13_0_c06_20201222_0006_S01_1.jpg,991,2290,752,1916,3024,3024
979,V006_77_0_00_11_01_13_0_c06_20201222_0007_S01_1.jpg,421,2053,321,2011,3024,3024
980,V006_77_0_00_11_01_13_0_c06_20201222_0008_S01_1.jpg,686,2120,661,1967,3024,3024
981,V006_77_0_00_11_01_13_0_c06_20201222_0009_S01_1.jpg,729,2165,669,2057,3024,3024
982,V006_77_0_00_11_01_13_0_c06_20201222_0010_S01_1.jpg,886,2180,816,2031,3024,3024
983,V006_77_0_00_11_01_13_0_c06_20201222_0011_S01_1.jpg,938,2305,874,2094,3024,3024
984,V006_77_0_00_11_01_13_0_c06_20201222_0012_S01_1.jpg,691,2140,1004,2186,3024,3024
985,V006_77_0_00_11_01_13_0_c06_20201222_0013_S01_1.jpg,698,2176,1031,2574,3024,3024
986,V006_77_0_00_11_01_13_0_c06_20201222_0014_S01_1.jpg,880,1992,751,1781,3024,3024
987,V006_77_0_00_11_01_13_0_c06_20201222_0015_S01_1.jpg,733,2278,1123,2541,3024,3024
988,V006_77_0_00_11_01_13_0_c06_20201222_0016_S01_1.jpg,631,2242,893,2486,3024,3024
989,V006_77_0_00_11_01_13_0_c06_20201222_0017_S01_1.jpg,636,2033,1019,2272,3024,3024
990,V006_77_0_00_11_01_13_0_c06_20201222_0018_S01_1.jpg,916,2242,848,2128,3024,3024
991,V006_77_0_00_11_01_13_0_c06_20201222_0019_S01_1.jpg,936,2252,891,2244,3024,3024
992,V006_77_0_00_11_01_13_0_c06_20201222_0020_S01_1.jpg,481,1847,746,2009,3024,3024
993,V006_77_0_00_11_01_13_0_c06_20201222_0021_S01_1.jpg,663,1833,1093,2196,3024,3024
994,V006_77_0_00_11_01_13_0_c06_20201222_0022_S01_1.jpg,676,1943,1096,2264,3024,3024
995,V006_77_0_00_11_01_13_0_c06_20201222_0023_S01_1.jpg,759,2130,706,2124,3024,3024
996,V006_77_0_00_11_01_13_0_c06_20201222_0024_S01_1.jpg,733,2082,813,2154,3024,3024
997,V006_77_0_00_11_01_13_0_c06_20201222_0025_S01_1.jpg,854,1884,998,2002,3024,3024
998,V006_77_0_00_11_01_13_0_c06_20201222_0026_S01_1.jpg,651,1895,971,2119,3024,3024
999,V006_77_0_00_11_01_13_0_c06_20201222_0027_S01_1.jpg,886,2010,1086,2207,3024,3024
1000,V006_77_0_00_11_01_13_0_c06_20201222_0028_S01_1.jpg,334,1776,851,2284,3024,3024
1001,V006_77_0_00_11_01_13_0_c06_20201222_0029_S01_1.jpg,935,2123,973,2176,3024,3024
1002,V006_77_0_00_11_01_13_0_c06_20201222_0030_S01_1.jpg,615,2075,661,2144,3024,3024
1003,V006_77_0_00_11_01_13_0_c06_20201222_0031_S01_1.jpg,1045,2222,764,1949,3024,3024
1004,V006_77_0_00_11_01_13_0_c06_20201222_0032_S01_1.jpg,481,2281,941,2519,3024,3024
1005,V006_77_0_00_11_01_13_0_c06_20201222_0033_S01_1.jpg,682,2509,564,2342,3024,3024
1006,V006_77_0_00_11_01_13_0_c06_20201222_0034_S01_1.jpg,946,2235,796,1902,3024,3024
1007,V006_77_0_00_11_01_13_0_c06_20201222_0035_S01_1.jpg,395,1865,726,2172,3024,3024
1008,V006_77_0_00_11_01_13_0_c06_20201222_0036_S01_1.jpg,589,2128,764,2294,3024,3024
1009,V006_77_0_00_11_01_13_0_c06_20201222_0037_S01_1.jpg,612,2396,416,2211,3024,3024
1010,V006_77_0_00_11_01_13_0_c06_20201222_0038_S01_1.jpg,906,2311,428,1854,3024,3024
1011,V006_77_0_00_11_01_13_0_c06_20201222_0039_S01_1.jpg,399,1885,731,2284,3024,3024
1012,V006_77_0_00_11_01_13_0_c06_20201223_0000_S01_1.jpg,856,2196,758,2076,3024,3024
1013,V006_77_0_00_11_01_13_0_c06_20201223_0001_S01_1.jpg,821,2128,746,1999,3024,3024
1014,V006_77_0_00_11_01_13_0_c06_20201223_0002_S01_1.jpg,661,1860,874,1939,3024,3024
1015,V006_77_0_00_11_01_13_0_c06_20201223_0003_S01_1.jpg,706,2150,801,2197,3024,3024
1016,V006_77_0_00_11_01_13_0_c06_20201223_0004_S01_1.jpg,787,2284,803,2253,3024,3024
1017,V006_77_0_00_11_01_13_0_c06_20201223_0005_S01_1.jpg,784,1998,921,2154,3024,3024
1018,V006_77_0_00_11_01_13_0_c06_20201223_0006_S01_1.jpg,798,2091,796,2081,3024,3024
1019,V006_77_0_00_11_01_13_0_c06_20201223_0007_S01_1.jpg,779,2445,626,2244,3024,3024
1020,V006_77_0_00_11_01_13_0_c06_20201223_0008_S01_1.jpg,943,2000,1259,2282,3024,3024
1021,V006_77_0_00_11_01_13_0_c06_20201223_0009_S01_1.jpg,820,2112,696,1957,3024,3024
1022,V006_77_0_00_11_01_13_0_c06_20201223_0010_S01_1.jpg,628,2125,898,2401,3024,3024
1023,V006_77_0_00_11_01_13_0_c06_20201223_0011_S01_1.jpg,630,1995,1011,2177,3024,3024
1024,V006_77_0_00_11_01_13_0_c06_20201223_0012_S01_1.jpg,806,2261,916,2187,3024,3024
1025,V006_77_0_00_11_01_13_0_c06_20201223_0013_S01_1.jpg,593,2278,821,2394,3024,3024
1026,V006_77_0_00_11_01_13_0_c06_20201223_0014_S01_1.jpg,669,2211,618,2181,3024,3024
1027,V006_77_0_00_11_01_13_0_c06_20201223_0015_S01_1.jpg,691,2376,631,2272,3024,3024
1028,V006_77_0_00_11_01_13_0_c06_20201223_0016_S01_1.jpg,838,2265,769,2047,3024,3024
1029,V006_77_0_00_11_01_13_0_c06_20201223_0017_S01_1.jpg,756,1851,1113,2051,3024,3024
1030,V006_77_0_00_11_01_13_0_c06_20201223_0018_S01_1.jpg,554,1948,876,2019,3024,3024
1031,V006_77_0_00_11_01_13_0_c06_20201223_0019_S01_1.jpg,998,2343,616,1964,3024,3024
1032,V006_77_0_00_11_01_13_0_c06_20201223_0020_S01_1.jpg,733,2208,763,2181,3024,3024
1033,V006_77_0_00_11_01_13_0_c06_20201223_0021_S01_1.jpg,896,1921,1328,2357,3024,3024
1034,V006_77_0_00_11_01_13_0_c06_20201223_0022_S01_1.jpg,824,2068,1244,2387,3024,3024
1035,V006_77_0_00_11_01_13_0_c06_20201223_0023_S01_1.jpg,936,2173,901,2119,3024,3024
1036,V006_77_0_00_11_01_13_0_c06_20201223_0024_S01_1.jpg,572,2093,683,2111,3024,3024
1037,V006_77_0_00_11_01_13_0_c06_20201223_0025_S01_1.jpg,593,2008,856,2102,3024,3024
1038,V006_77_0_00_11_01_13_0_c06_20201223_0026_S01_1.jpg,579,2096,1028,2274,3024,3024
1039,V006_77_0_00_11_01_13_0_c06_20201223_0027_S01_1.jpg,331,2060,883,2271,3024,3024
1040,V006_77_0_00_11_01_13_0_c06_20201223_0028_S01_1.jpg,589,2169,558,2166,3024,3024
1041,V006_77_0_00_11_01_13_0_c06_20201223_0029_S01_1.jpg,435,2205,813,2491,3024,3024
1042,V006_77_0_00_11_01_13_0_c06_20201223_0030_S01_1.jpg,861,2708,541,2301,3024,3024
1043,V006_77_0_00_11_01_13_0_c06_20201223_0031_S01_1.jpg,723,2598,789,2290,3024,3024
1044,V006_77_0_00_11_01_13_0_c06_20201223_0032_S01_1.jpg,561,2100,878,2400,3024,3024
1045,V006_77_0_00_11_01_13_0_c06_20201223_0033_S01_1.jpg,784,2516,658,2186,3024,3024
1046,V006_77_0_00_11_01_13_0_c06_20201223_0034_S01_1.jpg,618,2153,318,1868,3024,3024
1047,V006_77_0_00_11_01_13_0_c06_20201223_0035_S01_1.jpg,705,2278,934,2184,3024,3024
1048,V006_77_0_00_11_01_13_0_c06_20201223_0036_S01_1.jpg,991,2285,751,2149,3024,3024
1049,V006_77_0_00_11_01_13_0_c06_20201223_0037_S01_1.jpg,1028,2318,1056,2299,3024,3024
1050,V006_77_0_00_11_01_13_0_c06_20201223_0038_S01_1.jpg,595,2300,564,2217,3024,3024
1051,V006_77_0_00_11_01_13_0_c06_20201223_0039_S01_1.jpg,981,2383,621,1939,3024,3024
1052,V006_77_0_00_11_01_13_0_c06_20201223_0040_S01_1.jpg,516,1950,1056,2484,3024,3024
1053,V006_77_0_00_11_01_13_0_c06_20201223_0041_S01_1.jpg,706,2183,386,2051,3024,3024
1054,V006_77_0_00_11_01_13_0_c06_20201223_0042_S01_1.jpg,567,2226,881,2394,3024,3024
1055,V006_77_0_00_11_01_13_0_c06_20201223_0043_S01_1.jpg,827,2091,1141,2189,3024,3024
1056,V006_77_0_00_11_01_13_0_c06_20201223_0044_S01_1.jpg,703,2403,581,2226,3024,3024
1057,V006_77_0_00_11_01_13_0_c06_20201223_0045_S01_1.jpg,851,2093,1021,2124,3024,3024
1058,V006_77_0_00_11_01_13_0_c06_20201223_0046_S01_1.jpg,670,2012,1051,2222,3024,3024
1059,V006_77_0_00_11_01_13_0_c06_20201223_0047_S01_1.jpg,948,2215,1044,2260,3024,3024
1060,V006_77_0_00_11_01_13_0_c06_20201223_0048_S01_1.jpg,698,2026,523,1924,3024,3024
1061,V006_77_0_00_11_01_13_0_c06_20201223_0049_S01_1.jpg,1144,2178,746,1962,3024,3024
1062,V006_77_0_00_11_01_13_0_c06_20201223_0050_S01_1.jpg,965,2201,969,2114,3024,3024
1063,V006_77_0_00_11_01_13_0_c06_20201223_0051_S01_1.jpg,570,2031,914,2224,3024,3024
1064,V006_77_0_00_11_01_13_0_c06_20201223_0052_S01_1.jpg,780,1906,855,2009,3024,3024
1065,V006_77_0_00_11_01_13_0_c06_20201223_0053_S01_1.jpg,477,2054,1074,2589,3024,3024
1066,V006_77_0_00_11_01_13_0_c06_20201223_0054_S01_1.jpg,1008,1934,1247,2149,3024,3024
1067,V006_77_0_00_11_01_13_0_c06_20201223_0055_S01_1.jpg,578,1954,692,2036,3024,3024
1068,V006_77_0_00_11_01_13_0_c06_20201223_0056_S01_1.jpg,1097,2522,793,2138,3024,3024
1069,V006_77_0_00_11_01_13_0_c06_20201223_0057_S01_1.jpg,545,2154,793,2150,3024,3024
1070,V006_77_0_00_11_01_13_0_c06_20201223_0058_S01_1.jpg,741,2211,690,2215,3024,3024
1071,V006_77_0_00_11_01_13_0_c06_20201223_0059_S01_1.jpg,780,2243,750,2012,3024,3024
1072,V006_77_0_00_11_01_13_0_c06_20201223_0060_S01_1.jpg,1030,2511,686,2085,3024,3024
1073,V006_77_0_00_11_01_13_0_c06_20201223_0061_S01_1.jpg,718,1890,739,1964,3024,3024
1074,V006_77_0_00_11_01_13_0_c06_20201223_0062_S01_1.jpg,495,1816,569,1811,3024,3024
1075,V006_77_0_00_11_01_13_0_c06_20201223_0063_S01_1.jpg,660,2169,447,1993,3024,3024
1076,V006_77_0_00_11_01_13_0_c06_20201223_0064_S01_1.jpg,461,2236,584,2374,3024,3024
1077,V006_77_0_00_11_01_13_0_c06_20201223_0065_S01_1.jpg,458,1891,703,2224,3024,3024
1078,V006_77_0_00_11_01_13_0_c06_20201223_0066_S01_1.jpg,789,2286,1113,2527,3024,3024
1079,V006_77_0_00_11_01_13_0_c06_20201223_0067_S01_1.jpg,633,1966,921,2248,3024,3024
1080,V006_77_0_00_11_01_13_0_c06_20201223_0068_S01_1.jpg,958,2265,782,2113,3024,3024
1081,V006_77_0_00_11_01_13_0_c06_20201223_0069_S01_1.jpg,621,2057,662,2114,3024,3024
1082,V006_77_0_00_11_01_13_0_c06_20201223_0070_S01_1.jpg,733,2118,888,2048,3024,3024
1083,V006_77_0_00_11_01_13_0_c06_20201223_0071_S01_1.jpg,702,2115,883,2261,3024,3024
1084,V006_77_0_00_11_01_13_0_c06_20201223_0072_S01_1.jpg,639,2000,838,2095,3024,3024
1085,V006_77_0_00_11_01_13_0_c06_20201223_0073_S01_1.jpg,879,2071,951,2145,3024,3024
1086,V006_77_0_00_11_01_13_0_c06_20201223_0074_S01_1.jpg,955,2496,607,2146,3024,3024
1087,V006_77_0_00_11_01_13_0_c06_20201223_0075_S01_1.jpg,856,2387,512,1957,3024,3024
1088,V006_77_0_00_11_01_13_0_c06_20201223_0076_S01_1.jpg,502,2031,847,2402,3024,3024
1089,V006_77_0_00_11_01_13_0_c06_20201223_0077_S01_1.jpg,667,2188,854,2251,3024,3024
1090,V006_77_0_00_11_01_13_0_c06_20201223_0078_S01_1.jpg,639,2110,798,2181,3024,3024
1091,V006_77_0_00_11_01_13_0_c06_20201223_0079_S01_1.jpg,722,1871,996,2109,3024,3024
1092,V006_77_0_00_11_01_13_0_c06_20201223_0080_S01_1.jpg,1083,2268,1102,2399,3024,3024
1093,V006_77_0_00_11_01_13_0_c06_20201223_0081_S01_1.jpg,1131,2438,1073,2414,3024,3024
1094,V006_77_0_00_11_01_13_0_c06_20201223_0082_S01_1.jpg,462,2534,350,2709,3024,3024
1095,V006_77_0_00_11_01_13_0_c06_20201223_0083_S01_1.jpg,562,2063,886,2295,3024,3024
1096,V006_77_0_00_11_01_13_0_c06_20201223_0084_S01_1.jpg,660,2081,782,2341,3024,3024
1097,V006_77_0_00_11_01_13_0_c06_20201223_0085_S01_1.jpg,854,1930,1320,2465,3024,3024
1098,V006_77_0_00_11_01_13_0_c06_20201223_0086_S01_1.jpg,0,1722,1426,2597,3024,3024
1099,V006_77_0_00_11_01_13_0_c06_20201223_0087_S01_1.jpg,746,1969,956,1989,3024,3024
1100,V006_77_0_00_11_01_13_0_c06_20201223_0088_S01_1.jpg,765,1941,772,1940,3024,3024
1101,V006_77_0_00_11_01_13_0_c06_20201223_0089_S01_1.jpg,713,2451,822,2612,3024,3024
1102,V006_77_0_00_11_01_13_0_c06_20201223_0090_S01_1.jpg,1036,2323,1011,2182,3024,3024
1103,V006_77_0_00_11_01_13_0_c06_20201223_0091_S01_1.jpg,778,2628,405,2292,3024,3024
1104,V006_77_0_00_11_01_13_0_c06_20201223_0092_S01_1.jpg,367,1837,216,2101,3024,3024
1105,V006_77_0_00_11_01_13_0_c06_20201223_0093_S01_1.jpg,700,2151,784,2259,3024,3024
1106,V006_77_0_00_11_01_13_0_c06_20201223_0094_S01_1.jpg,700,2494,161,2453,3024,3024
1107,V006_77_0_00_11_01_13_0_c06_20201223_0095_S01_1.jpg,348,1895,29,2070,3024,3024
1108,V006_77_0_00_11_01_13_0_c06_20201223_0096_S01_1.jpg,464,2465,406,2403,3024,3024
1109,V006_77_0_00_11_01_13_0_c06_20201223_0097_S01_1.jpg,512,2143,629,2311,3024,3024
1110,V006_77_0_00_11_01_13_0_c06_20201223_0098_S01_1.jpg,850,1971,818,2006,3024,3024
1111,V006_77_0_00_11_01_13_0_c06_20201223_0099_S01_1.jpg,388,2260,605,2225,3024,3024
1112,V006_77_0_00_11_01_13_0_c06_20201223_0100_S01_1.jpg,962,2158,822,1958,3024,3024
1113,V006_77_0_00_11_01_13_0_c06_20201223_0101_S01_1.jpg,670,2375,610,2272,3024,3024
1114,V006_77_0_00_11_01_13_0_c06_20201223_0102_S01_1.jpg,822,2183,955,2326,3024,3024
1115,V006_77_0_00_11_01_13_0_c06_20201223_0103_S01_1.jpg,1189,2570,1007,2306,3024,3024
1116,V006_77_0_00_11_01_13_0_c06_20201223_0104_S01_1.jpg,895,2180,730,2134,3024,3024
1117,V006_77_0_00_11_01_13_0_c06_20201223_0105_S01_1.jpg,521,1774,405,1909,3024,3024
1118,V006_77_0_00_11_01_13_0_c06_20201223_0106_S01_1.jpg,674,2625,432,2377,3024,3024
1119,V006_77_0_00_11_01_13_0_c06_20201223_0107_S01_1.jpg,567,1918,148,1970,3024,3024
1120,V006_77_0_00_11_01_13_0_c06_20201223_0108_S01_1.jpg,573,2489,303,2264,3024,3024
1121,V006_77_0_00_11_01_13_0_c06_20201223_0109_S01_1.jpg,806,2811,811,2106,3024,3024
1122,V006_77_0_00_11_01_13_0_c06_20201223_0110_S01_1.jpg,529,2092,659,2080,3024,3024
1123,V006_77_0_00_11_01_13_0_c06_20201223_0111_S01_1.jpg,648,2124,317,1910,3024,3024
1124,V006_77_0_00_11_01_13_0_c06_20201223_0112_S01_1.jpg,1239,2187,823,1701,3024,3024
1125,V006_77_0_00_11_01_13_0_c06_20201223_0113_S01_1.jpg,559,2031,816,2150,3024,3024
1126,V006_77_0_00_11_01_13_0_c06_20201223_0114_S01_1.jpg,877,2134,902,2050,3024,3024
1127,V006_77_0_00_11_01_13_0_c06_20201223_0115_S01_1.jpg,762,2228,493,1957,3024,3024
1128,V006_77_0_00_11_01_13_0_c06_20201223_0116_S01_1.jpg,371,1783,685,2126,3024,3024
1129,V006_77_0_00_11_01_13_0_c06_20201223_0117_S01_1.jpg,995,2226,591,1699,3024,3024
1130,V006_77_0_00_11_01_13_0_c06_20201223_0118_S01_1.jpg,551,2382,524,2295,3024,3024
1131,V006_77_0_00_11_01_13_0_c06_20201223_0119_S01_1.jpg,935,2193,965,2295,3024,3024
1132,V006_77_0_00_11_01_13_0_c06_20201223_0120_S01_1.jpg,266,1863,909,2534,3024,3024
1133,V006_77_0_00_11_01_13_0_c06_20201223_0121_S01_1.jpg,0,2252,700,2464,3024,3024
1134,V006_77_0_00_11_01_13_0_c06_20201223_0122_S01_1.jpg,0,2428,626,2624,3024,3024
1135,V006_77_0_00_11_01_13_0_c06_20201223_0123_S01_1.jpg,885,2350,1072,2522,3024,3024
1136,V006_77_0_00_11_01_13_0_c06_20201223_0124_S01_1.jpg,847,2257,829,2223,3024,3024
1137,V006_77_0_00_11_01_13_0_c06_20201223_0125_S01_1.jpg,835,2376,827,2270,3024,3024
1138,V006_77_0_00_11_01_13_0_c06_20201223_0126_S01_1.jpg,809,2299,0,1953,3024,3024
1139,V006_77_0_00_11_01_13_0_c06_20201223_0127_S01_1.jpg,1113,2758,648,1964,3024,3024
1140,V006_77_0_00_11_01_13_0_c06_20201223_0128_S01_1.jpg,0,2048,709,2238,3024,3024
1141,V006_77_0_00_11_01_13_0_c06_20201223_0129_S01_1.jpg,346,2107,515,2243,3024,3024
1142,V006_77_0_00_11_01_13_0_c06_20201223_0130_S01_1.jpg,538,2263,387,2172,3024,3024
1143,V006_77_0_00_11_01_13_0_c06_20201223_0131_S01_1.jpg,774,2207,1157,2448,3024,3024
1144,V006_77_0_00_11_01_13_0_c06_20201223_0132_S01_1.jpg,336,2049,548,2447,3024,3024
1145,V006_77_0_00_11_01_13_0_c06_20201223_0133_S01_1.jpg,853,2240,955,2224,3024,3024
1146,V006_77_0_00_11_01_13_0_c06_20201223_0134_S01_1.jpg,783,2097,907,2227,3024,3024
1147,V006_77_0_00_11_01_13_0_c06_20201223_0135_S01_1.jpg,562,2305,716,2316,3024,3024
1148,V006_77_0_00_11_01_13_0_c06_20201223_0136_S01_1.jpg,652,2347,184,2071,3024,3024
1149,V006_77_0_00_11_01_13_0_c06_20201223_0137_S01_1.jpg,710,2398,827,2467,3024,3024
1150,V006_77_0_00_11_01_13_0_c06_20201223_0138_S01_1.jpg,443,1992,865,2346,3024,3024
1151,V006_77_0_00_11_01_13_0_c06_20201223_0139_S01_1.jpg,1079,2619,441,1948,3024,3024
1152,V006_77_0_00_11_01_13_0_c06_20201223_0140_S01_1.jpg,520,2049,647,2094,3024,3024
1153,V006_77_0_00_11_01_13_0_c06_20201223_0141_S01_1.jpg,445,2036,510,2196,3024,3024
1154,V006_77_0_00_11_01_13_0_c06_20201223_0142_S01_1.jpg,572,2253,657,2339,3024,3024
1155,V006_77_0_00_11_01_13_0_c06_20201223_0143_S01_1.jpg,490,2381,766,2390,3024,3024
1156,V006_77_0_00_11_01_13_0_c06_20201223_0144_S01_1.jpg,590,2131,670,2045,3024,3024
1157,V006_77_0_00_11_01_13_0_c06_20201223_0145_S01_1.jpg,500,2073,608,2233,3024,3024
1158,V006_77_0_00_11_01_13_0_c06_20201223_0146_S01_1.jpg,568,2295,217,2093,3024,3024
1159,V006_77_0_00_11_01_13_0_c06_20201223_0147_S01_1.jpg,815,2255,941,2381,3024,3024
1160,V006_77_0_00_11_01_13_0_c06_20201223_0148_S01_1.jpg,609,2224,612,2112,3024,3024
1161,V006_77_0_00_11_01_13_0_c06_20201223_0149_S01_1.jpg,558,2006,535,1980,3024,3024
1162,V006_77_0_00_11_01_13_0_c06_20201223_0150_S01_1.jpg,715,2327,47,1746,3024,3024
1163,V006_77_0_00_11_01_13_0_c06_20201223_0151_S01_1.jpg,247,2015,318,2056,3024,3024
1164,V006_77_0_00_11_01_13_0_c06_20201223_0152_S01_1.jpg,694,2128,867,2360,3024,3024
1165,V006_77_0_00_11_01_13_0_c06_20201223_0153_S01_1.jpg,559,2260,813,2317,3024,3024
1166,V006_77_0_00_11_01_13_0_c06_20201223_0154_S01_1.jpg,699,1920,887,2152,3024,3024
1167,V006_77_0_00_11_01_13_0_c06_20201223_0155_S01_1.jpg,687,2178,555,2070,3024,3024
1168,V006_77_0_00_11_01_13_0_c06_20201223_0156_S01_1.jpg,731,2432,617,2367,3024,3024
1169,V006_77_0_00_11_01_13_0_c06_20201223_0157_S01_1.jpg,1403,3012,484,1771,3024,3024
1170,V006_77_0_00_11_01_13_0_c06_20201223_0158_S01_1.jpg,609,1992,618,2015,3024,3024
1171,V006_77_0_00_11_01_13_0_c06_20201223_0159_S01_1.jpg,703,1716,1300,2132,3024,3024
1172,V006_77_0_00_11_01_13_0_c06_20201223_0160_S01_1.jpg,744,2375,859,2285,3024,3024
1173,V006_77_0_00_11_01_13_0_c06_20201223_0161_S01_1.jpg,634,2147,1020,2281,3024,3024
1174,V006_77_0_00_11_01_13_0_c06_20201223_0162_S01_1.jpg,442,1895,1095,2335,3024,3024
1175,V006_77_0_00_11_01_13_0_c06_20201223_0163_S01_1.jpg,944,2115,884,2074,3024,3024
1176,V006_77_0_00_11_01_13_0_c06_20201223_0164_S01_1.jpg,0,1822,710,1951,3024,3024
1177,V006_77_0_00_11_01_13_0_c06_20201223_0165_S01_1.jpg,986,2191,677,1887,3024,3024
1178,V006_77_0_00_11_01_13_0_c06_20201223_0166_S01_1.jpg,804,2093,680,1960,3024,3024
1179,V006_77_0_00_11_01_13_0_c06_20201223_0167_S01_1.jpg,642,1867,689,1829,3024,3024
1180,V006_77_0_00_11_01_13_0_c06_20201223_0168_S01_1.jpg,939,2079,774,1899,3024,3024
1181,V006_77_0_00_11_01_13_0_c06_20201223_0169_S01_1.jpg,782,2013,907,2178,3024,3024
1182,V006_77_0_00_11_01_13_0_c06_20201223_0170_S01_1.jpg,694,1620,501,1415,3024,3024
1183,V006_77_0_00_11_01_13_0_c06_20201223_0171_S01_1.jpg,587,2001,961,2266,3024,3024
1184,V006_77_0_00_11_01_13_0_c06_20201223_0172_S01_1.jpg,529,2453,714,2539,3024,3024
1185,V006_77_0_00_11_01_13_0_c06_20201223_0173_S01_1.jpg,522,2065,769,2430,3024,3024
1186,V006_77_0_00_11_01_13_0_c06_20201223_0174_S01_1.jpg,756,2433,7,2418,3024,3024
1187,V006_77_0_00_11_01_13_0_c06_20201223_0175_S01_1.jpg,1052,2213,1101,2234,3024,3024
1188,V006_77_0_00_11_01_13_0_c06_20201223_0176_S01_1.jpg,539,2055,802,2287,3024,3024
1189,V006_77_0_00_11_01_13_0_c06_20201223_0177_S01_1.jpg,823,2362,337,2165,3024,3024
1190,V006_77_0_00_11_01_13_0_c06_20201223_0178_S01_1.jpg,591,1957,942,2191,3024,3024
1191,V006_77_0_00_11_01_13_0_c06_20201223_0179_S01_1.jpg,752,1869,1089,2186,3024,3024
1192,V006_77_0_00_11_01_13_0_c06_20201223_0180_S01_1.jpg,531,2136,377,2091,3024,3024
1193,V006_77_0_00_11_01_13_0_c06_20201223_0181_S01_1.jpg,469,1680,1029,2340,3024,3024
1194,V006_77_0_00_11_01_13_0_c06_20201223_0182_S01_1.jpg,772,2072,745,2134,3024,3024
1195,V006_77_0_00_11_01_13_0_c06_20201223_0183_S01_1.jpg,784,2329,581,2296,3024,3024
1196,V006_77_0_00_11_01_13_0_c06_20201223_0184_S01_1.jpg,632,2313,380,1951,3024,3024
1197,V006_77_0_00_11_01_13_0_c06_20201223_0185_S01_1.jpg,1137,2324,769,1990,3024,3024
1198,V006_77_0_00_11_01_13_0_c06_20201223_0186_S01_1.jpg,733,2384,452,2245,3024,3024
1199,V006_77_0_00_11_01_13_0_c06_20201223_0187_S01_1.jpg,446,1969,662,2310,3024,3024
1200,V006_77_0_00_11_01_13_0_c06_20201223_0188_S01_1.jpg,768,2125,666,1959,3024,3024
1201,V006_77_0_00_11_01_13_0_c06_20201223_0189_S01_1.jpg,705,2930,1007,2661,3024,3024
1202,V006_77_0_00_11_01_13_0_c06_20201223_0190_S01_1.jpg,1099,1911,1405,2158,3024,3024
1203,V006_77_0_00_11_01_13_0_c06_20201223_0191_S01_1.jpg,829,1814,1208,2214,3024,3024
1204,V006_77_0_00_11_01_13_0_c06_20201223_0192_S01_1.jpg,895,2059,713,2041,3024,3024
1205,V006_77_0_00_11_01_13_0_c06_20201223_0193_S01_1.jpg,482,2097,629,2319,3024,3024
1206,V006_77_0_00_11_01_13_0_c06_20201223_0194_S01_1.jpg,916,2233,647,1921,3024,3024
1207,V006_77_0_00_11_01_13_0_c06_20201223_0195_S01_1.jpg,804,2241,1368,2714,3024,3024
1208,V006_77_0_00_11_01_13_0_c06_20201223_0196_S01_1.jpg,919,2404,834,2357,3024,3024
1209,V006_77_0_00_11_01_13_0_c06_20201223_0197_S01_1.jpg,800,2080,827,2140,3024,3024
1210,V006_77_0_00_11_01_13_0_c06_20201223_0198_S01_1.jpg,757,2087,904,2278,3024,3024
1211,V006_77_0_00_11_01_13_0_c06_20201223_0199_S01_1.jpg,489,2032,610,2150,3024,3024
1212,V006_77_0_00_11_01_13_0_c06_20201223_0200_S01_1.jpg,625,2125,937,2307,3024,3024
1213,V006_77_0_00_11_01_13_0_c06_20201223_0201_S01_1.jpg,706,2385,820,2386,3024,3024
1214,V006_77_0_00_11_01_13_0_c06_20201223_0202_S01_1.jpg,611,2467,597,2614,3024,3024
1215,V006_77_0_00_11_01_13_0_c06_20201223_0203_S01_1.jpg,428,2570,361,2356,3024,3024
1216,V006_77_0_00_11_01_13_0_c06_20201223_0204_S01_1.jpg,605,2014,1147,2238,3024,3024
1217,V006_77_0_00_11_01_13_0_c06_20201223_0205_S01_1.jpg,606,1966,1035,2500,3024,3024
